host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified
25832382,Aimee,2015-01-09,"Shanghai, Shanghai, China",,,,False,,1.0,True,True
26047811,Dai,2015-01-13,China,within an hour,100.0,89.0,True,Zhabei,1.0,True,True
13976011,Wei,2014-04-06,"Shanghai, Shanghai, China",a few days or more,0.0,67.0,False,Meichuan Road,1.0,True,True
8792423,Isis,2013-09-12,China,within an hour,94.0,95.0,False,Conservatory,32.0,True,True
28373181,Pu,2015-02-25,China,within an hour,100.0,100.0,True,,1.0,True,True
11428688,Zhongxin,2014-01-18,China,within an hour,100.0,100.0,True,,1.0,True,True
28657838,Feifei,2015-03-02,China,within a few hours,100.0,86.0,True,Xintiandi,2.0,True,True
6447770,Amy,2013-05-18,China,within an hour,100.0,75.0,False,Nanjing Road West,3.0,True,True
28841360,翊绮,2015-03-06,"Shanghai, Shanghai, China",,,0.0,False,Songjiang,2.0,True,True
29095707,Mo,2015-03-10,China,a few days or more,33.0,0.0,False,Xuhui,9.0,True,True
29350936,朱家角初见时光民宿,2015-03-15,"Shanghai, Shanghai, China",,,,False,,2.0,True,True
29376815,Li,2015-03-15,China,within an hour,100.0,99.0,True,Hongkou,6.0,True,True
29432906,Yiming,2015-03-16,China,within an hour,100.0,100.0,True,,2.0,True,True
29987249,Bin,2015-03-25,China,,,,True,Pudong,3.0,True,True
29955995,Xuhong,2015-03-24,China,within an hour,100.0,94.0,False,Jinqiao,4.0,True,True
11560446,Jie,2014-01-23,China,within an hour,83.0,0.0,False,Zhongshan Park,1.0,True,True
27610452,Victor,2015-02-11,China,,,100.0,True,Pudong,1.0,True,True
31044117,琳琳,2015-04-11,"Shanghai, Shanghai, China",,,100.0,False,Xuhui,1.0,True,True
31121303,Jane,2015-04-13,"Shanghai, Shanghai, China",within a day,100.0,,False,Conservatory,1.0,True,True
31180836,Will,2015-04-13,China,within a few hours,90.0,41.0,True,Hongkou,4.0,True,True
30504359,Mario,2015-04-02,China,within an hour,100.0,100.0,False,Qingpu,3.0,True,True
30911950,Mavis,2015-04-09,China,within an hour,100.0,97.0,True,,3.0,True,True
28396277,Yan,2015-02-26,China,within an hour,100.0,100.0,True,Zhabei,3.0,True,True
13507317,Loong,2014-03-25,China,within an hour,100.0,100.0,True,Huangpu,2.0,True,True
32579280,明祺,2015-05-04,China,within an hour,86.0,96.0,True,Qingpu,4.0,True,True
28039378,优然,2015-02-20,China,within an hour,100.0,100.0,False,Nanjing Road West,28.0,True,True
33706796,马丁,2015-05-19,China,within an hour,100.0,97.0,True,Yangpu,2.0,True,True
33083894,Tracy,2015-05-11,China,within an hour,100.0,80.0,True,Qingpu,5.0,True,True
33889783,强,2015-05-21,China,within an hour,100.0,100.0,False,Chunshen,2.0,True,True
19684739,Archer & Benson,2014-08-08,China,within a few hours,100.0,91.0,True,Xintiandi,3.0,True,True
19228064,Ronnie,2014-07-31,China,within an hour,100.0,100.0,False,Conservatory,7.0,True,True
34789329,Ching,2015-06-01,"Shanghai, Shanghai, China",within an hour,100.0,100.0,False,,2.0,True,True
20927370,Abby,2014-09-04,China,within an hour,100.0,,False,Jiading,1.0,True,True
35703410,上海英伦风清新民宿(泰晤士小镇),2015-06-13,China,within an hour,100.0,100.0,True,Pudong,15.0,True,True
155825885,洁,2017-10-22,"Shanghai, Shanghai, China",,,,False,,5.0,True,True
34797133,Amy,2015-06-02,China,within an hour,100.0,100.0,True,Conservatory,9.0,True,True
31121533,Wendy,2015-04-13,China,within an hour,100.0,100.0,False,Putuo,4.0,True,True
35753912,Yudi,2015-06-14,China,,,0.0,False,,2.0,True,True
27867423,振峰,2015-02-16,CN,,,,False,,1.0,True,True
36860517,帅,2015-06-27,"Shanghai, Shanghai, China",,,,False,,1.0,True,True
27678488,Carol,2015-02-13,China,within an hour,100.0,100.0,True,Hengshan,2.0,True,True
12627416,Emma,2014-02-27,China,within an hour,100.0,92.0,True,Pudong,1.0,True,True
37302181,Elven,2015-07-02,China,within an hour,100.0,86.0,True,,1.0,True,True
37739285,Yuhua,2015-07-06,China,within an hour,100.0,97.0,True,Jiading,22.0,True,True
14699909,Polly,2014-04-24,China,within an hour,100.0,90.0,True,Pudong,3.0,True,True
39101953,Nancy,2015-07-21,"Shanghai, Shanghai, China",within a day,100.0,0.0,False,,1.0,True,True
25380589,VXJennieLeeGot,2014-12-30,China,within an hour,100.0,67.0,True,Yangpu,6.0,True,True
39195987,Carol,2015-07-22,"Shanghai, Shanghai, China",within a few hours,100.0,60.0,False,,1.0,True,True
269728,Sisleya的小屋,2010-10-24,China,within a few hours,100.0,50.0,False,Xintiandi,20.0,True,True
2209221,Minfangliu2015,2012-04-24,China,within an hour,100.0,96.0,True,Jing'an,20.0,True,True
37636232,Chun Xiao,2015-07-06,"Shanghai, Shanghai, China",,,0.0,False,,1.0,True,True
40552386,Myra,2015-08-05,China,within an hour,100.0,99.0,True,Pudong,33.0,True,True
40564494,鸿雁,2015-08-05,"Shanghai, Shanghai, China",,,,False,Jinqiao,2.0,True,True
30318339,Sky,2015-03-30,China,within an hour,100.0,100.0,False,Dapuqiao,11.0,True,True
40953645,Rachel,2015-08-09,China,,,,True,,2.0,True,True
37650064,Jj5596,2015-07-06,China,within an hour,100.0,91.0,True,,1.0,True,True
23331958,Peter,2014-11-04,China,within an hour,100.0,78.0,False,,0.0,True,True
21725069,Yingqi,2014-09-24,China,,,100.0,True,Luwan,1.0,True,True
36052024,Jo,2015-06-17,CN,,,0.0,False,,0.0,True,True
32489544,Jiayan,2015-05-03,"Shanghai, Shanghai, China",,,100.0,False,Jiading,1.0,True,True
30780103,Wavehome@Sh,2015-04-07,China,within an hour,100.0,100.0,False,,3.0,True,True
38567653,Nana,2015-07-15,"Hong Kong, Hong Kong",,,,False,Xuhui,5.0,True,True
42168824,柯烨,2015-08-22,China,within an hour,100.0,79.0,False,,3.0,True,True
9059931,David&Fiona,2013-09-25,China,within an hour,100.0,99.0,True,Conservatory,6.0,True,True
42649007,Rui,2015-08-27,China,within a day,100.0,33.0,False,Xinhua Road,1.0,True,True
21429470,Nana_,2014-09-17,China,within an hour,100.0,99.0,True,Pudong,10.0,True,True
30315641,点点,2015-03-30,China,within a day,50.0,,False,Pudong,7.0,True,True
43270569,Ally(小白),2015-09-03,China,within an hour,100.0,94.0,False,Zhongshan Park,14.0,True,True
40459051,Rachel,2015-08-04,China,within an hour,100.0,,False,Pudong,2.0,True,True
44042573,Hannah,2015-09-12,China,within an hour,100.0,96.0,True,,3.0,True,True
44180397,燕,2015-09-14,China,within a few hours,100.0,33.0,False,Tsim Sha Tsui,4.0,True,True
44210432,云,2015-09-14,China,within an hour,100.0,,True,Pudong,6.0,True,True
44637007,Jennie,2015-09-20,China,within an hour,100.0,100.0,True,Jinqiao,11.0,True,True
22315192,Jon,2014-10-09,China,,,,False,Songjiang,7.0,True,True
41994220,斓琳Helen,2015-08-20,"Shanghai, Shanghai, China",,,,False,,2.0,True,True
44731140,星空,2015-09-21,China,within a day,100.0,100.0,False,,3.0,True,True
45285290,Coco,2015-09-28,"Shanghai, Shanghai, China",a few days or more,0.0,100.0,False,,8.0,True,True
28661710,Celia,2015-03-03,China,,,50.0,False,Luwan,1.0,True,True
14673074,Vincent,2014-04-24,China,within an hour,100.0,100.0,False,Baoshan,1.0,True,True
44546043,Yi,2015-09-19,"Shanghai, Shanghai, China",within an hour,100.0,100.0,True,Qingpu,1.0,True,True
31777145,Jasmine,2015-04-23,"Songjiang District, Shanghai, China",,,0.0,True,Hengshan,2.0,True,True
46044493,Joyce,2015-10-08,China,within an hour,100.0,96.0,False,Nanjing Road West,2.0,True,True
27188766,Julie,2015-02-03,China,,,100.0,False,,1.0,True,True
46144085,小白,2015-10-09,China,within a few hours,100.0,100.0,False,Putuo,3.0,True,True
47252583,Jenny,2015-10-23,China,within an hour,100.0,,False,,1.0,True,True
88673949,开宇,2016-08-08,China,within an hour,100.0,100.0,True,Pudong,17.0,True,True
37281539,Bella,2015-07-01,"Shanghai, Shanghai, China",,,,False,Zhongshan Park,3.0,True,True
47541812,Angel,2015-10-27,China,within an hour,100.0,94.0,False,Jinqiao,1.0,True,True
47938685,Cecilia & Stephane,2015-11-01,China,within a few hours,100.0,75.0,False,Temple,2.0,True,True
47079096,Maria,2015-10-21,China,within an hour,100.0,97.0,True,Qingpu,2.0,True,True
48438287,Ellen,2015-11-07,China,within a few hours,100.0,54.0,True,Xuhui,1.0,True,True
48716367,翼耳,2015-11-10,"Shanghai, Shanghai, China",within an hour,100.0,75.0,False,,1.0,True,True
48835598,Emily,2015-11-12,China,within an hour,100.0,95.0,True,,1.0,True,True
48922309,晏,2015-11-13,China,within an hour,100.0,100.0,False,,6.0,True,True
3852567,Hope,2012-10-13,"Shanghai, Shanghai, China",within a day,100.0,50.0,False,,2.0,True,True
49047479,Young,2015-11-14,China,within an hour,100.0,94.0,True,Pudong,2.0,True,True
49585317,陆敬,2015-11-21,China,within an hour,70.0,93.0,False,Songjiang,3.0,True,True
32136110,Pingping,2015-04-28,China,within an hour,100.0,94.0,True,Pudong,4.0,True,True
32098150,Ys,2015-04-28,China,within a few hours,100.0,96.0,True,Gubei,1.0,True,True
41377046,Chen,2015-08-13,China,within an hour,100.0,100.0,False,People's Square,8.0,True,True
49905964,Jean,2015-11-25,China,,,100.0,True,Yaohan,1.0,True,True
42437242,Avent,2015-08-25,,within a day,100.0,100.0,False,,1.0,True,True
40762814,牧童妈妈,2015-08-07,China,,,0.0,False,,2.0,True,True
31281754,Olive,2015-04-15,China,within an hour,100.0,100.0,False,Nanjing Road West,4.0,True,True
33251466,Tian,2015-05-13,"Shanghai, Shanghai, China",,,,False,Changning,2.0,True,True
44630819,Jazz,2015-09-20,China,within an hour,100.0,99.0,True,Jing'an,18.0,True,True
35468817,Hanna,2015-06-10,China,within an hour,95.0,100.0,False,Luwan,12.0,True,True
2633951,Alex,2012-06-14,China,,,,False,,1.0,True,True
47105992,Ancy,2015-10-21,China,,,100.0,True,,1.0,True,True
47002896,田心(Gracy),2015-10-20,China,within an hour,100.0,100.0,False,Changning,16.0,True,True
53396248,Fei,2016-01-05,China,,,100.0,False,Xuhui,3.0,True,True
6680693,永涛,2013-06-01,中华人民共和国上海市浦东新区德州路255弄94号102室,,,,False,Southern Region,2.0,True,True
38624302,StarLive,2015-07-16,"Shanghai, Shanghai, China",a few days or more,0.0,0.0,False,Conservatory,5.0,True,True
54461059,Jun,2016-01-13,China,,,0.0,False,,1.0,True,True
22320427,Jack,2014-10-09,China,,,,False,,19.0,True,False
54924376,金堂,2016-01-17,China,,,100.0,True,,1.0,True,True
18720366,Guiying,2014-07-23,China,within an hour,100.0,60.0,False,,2.0,True,True
22462545,En Zo,2014-10-12,CN,,,,False,,1.0,True,True
54286928,Sophie,2016-01-11,China,within an hour,100.0,99.0,True,Conservatory,6.0,True,True
27526939,Enoch,2015-02-10,"New York, New York, United States",,,,False,,2.0,True,True
53408183,Luna,2016-01-05,China,within a day,80.0,31.0,False,Pudong,2.0,True,True
56682991,明建,2016-01-30,China,within a day,50.0,0.0,False,Jing'an,6.0,True,True
54159198,Steven,2016-01-11,China,within an hour,100.0,75.0,False,,3.0,True,True
48725681,Ye,2015-11-10,China,,,0.0,True,,1.0,True,True
43736614,Jun,2015-09-09,China,within an hour,100.0,71.0,False,Pudong,1.0,True,True
42950594,Lisa,2015-08-30,China,within an hour,100.0,99.0,False,Pudong,20.0,True,True
58696751,立怡,2016-02-14,China,within an hour,100.0,83.0,False,,0.0,True,True
58969997,Emily,2016-02-16,China,within an hour,100.0,100.0,False,Xujiahui,4.0,True,True
59164882,文俊,2016-02-17,China,within an hour,75.0,100.0,False,,1.0,True,True
30891602,彩云,2015-04-09,"Shanghai, Shanghai, China",,,0.0,False,,9.0,True,True
59412334,旭辉,2016-02-19,"Shanghai, Shanghai, China",,,67.0,False,,1.0,True,True
59422305,郭,2016-02-19,China,,,,False,Fengxian,2.0,True,True
11998704,Yong,2014-02-06,China,within an hour,100.0,59.0,False,People's Square,10.0,True,True
59647058,张姐家,2016-02-20,China,,,83.0,False,Pudong,2.0,True,True
41774364,骁,2015-08-17,"Shanghai, Shanghai, China",,,,False,Luwan,1.0,True,True
50492857,Christina,2015-12-04,China,within an hour,100.0,87.0,False,Xuhui,8.0,True,True
52109901,磊,2015-12-23,China,within an hour,100.0,99.0,True,,5.0,True,True
60449082,Chongchong,2016-02-26,"Bonita, California, United States",,,0.0,False,,1.0,True,True
60496885,Caixia,2016-02-26,China,within an hour,100.0,100.0,False,Changning,2.0,True,True
58824899,俊英,2016-02-15,China,,,0.0,False,Pudong,1.0,True,True
57375856,野花,2016-02-04,China,within an hour,100.0,100.0,True,Pudong,2.0,True,True
61459252,雪莱,2016-03-03,China,within an hour,100.0,97.0,False,Yangpu,6.0,True,True
50416577,Eva,2015-12-03,"Shanghai, Shanghai, China",a few days or more,25.0,40.0,True,Jiading,13.0,True,True
26432697,Shengwei,2015-01-20,China,within an hour,90.0,100.0,False,,1.0,True,True
61718955,David,2016-03-05,China,,,67.0,False,Pudong,4.0,True,True
17665319,GiGi,2014-07-05,China,,,94.0,False,Tongle Fang,2.0,True,True
62188967,Abby,2016-03-08,China,within an hour,100.0,100.0,True,,3.0,True,True
12303548,Candice,2014-02-16,China,within an hour,100.0,100.0,True,Xuhui,1.0,True,True
60716453,Xuan,2016-02-28,"Shanghai, Shanghai, China",within an hour,100.0,97.0,True,Jiading,2.0,True,True
38808540,Jasmine Xia,2015-07-18,China,within an hour,90.0,98.0,False,,1.0,True,True
63314903,卫平,2016-03-17,China,within a few hours,100.0,100.0,False,,3.0,True,True
20562755,Mengjuan,2014-08-26,China,within an hour,100.0,71.0,False,Yangpu,1.0,True,True
30739911,喜悦,2015-04-06,China,within an hour,100.0,79.0,False,,1.0,True,True
27891875,Hong,2015-02-17,China,within an hour,100.0,100.0,False,,5.0,True,True
60858732,Jennifer,2016-02-29,China,within an hour,100.0,99.0,False,Hongkou,47.0,True,True
12105829,Xuyu,2014-02-10,China,within an hour,100.0,100.0,True,,1.0,True,True
37002120,Dan,2015-06-29,China,within an hour,100.0,91.0,True,Yangpu,2.0,True,True
14990436,Hui,2014-05-01,"Shanghai, Shanghai, China",,,100.0,False,,1.0,True,True
44214336,Nora,2015-09-14,China,within an hour,100.0,99.0,True,Pudong,12.0,True,True
36708206,Yong Qi,2015-06-25,China,within a few hours,100.0,100.0,False,,1.0,True,True
28372455,Budust,2015-02-25,China,,,0.0,False,Pudong,2.0,True,True
60356403,妍孜,2016-02-25,CN,within an hour,100.0,79.0,True,Pudong,2.0,True,True
66667370,Seven&Eric,2016-04-10,China,within an hour,100.0,95.0,True,,2.0,True,True
28723895,Yi,2015-03-04,China,within an hour,100.0,100.0,True,,10.0,True,True
26768494,娅,2015-01-27,China,,,,False,,1.0,True,True
67007691,Andrew,2016-04-13,China,within a few hours,100.0,100.0,True,Xuhui,2.0,True,True
27443404,Henry,2015-02-08,China,,,98.0,True,Conservatory,3.0,True,True
34606245,"Crystal, Xiaofang",2015-05-30,China,within an hour,100.0,67.0,False,,4.0,True,True
19888548,Carol,2014-08-12,China,within an hour,100.0,91.0,True,Nanjing Road West,2.0,True,True
29734445,Wallace,2015-03-21,"Shanghai, Shanghai, China",,,,False,Changning,1.0,True,True
67515126,炜,2016-04-16,China,within an hour,100.0,64.0,True,Pudong,5.0,True,True
68543120,Cansir,2016-04-23,China,within an hour,100.0,67.0,True,,1.0,True,True
59518951,Xin,2016-02-19,China,within a few hours,100.0,100.0,True,,1.0,True,True
34790831,醒家民宿-Mike,2015-06-02,China,within an hour,100.0,100.0,True,Luwan,23.0,True,True
18787845,Simon,2014-07-24,China,within an hour,100.0,99.0,True,,7.0,True,True
36686848,薇薇,2015-06-25,China,within a few hours,90.0,100.0,False,Southern Region,31.0,True,True
49243736,Maggie,2015-11-17,China,within a few hours,100.0,100.0,True,Meichuan Road,1.0,True,True
48117147,Ziyi,2015-11-04,"Shanghai, Shanghai, China",,,,False,,1.0,True,True
69623152,矛心,2016-04-30,CN,within a day,100.0,25.0,False,Yangpu,1.0,True,True
29990298,Elia,2015-03-25,China,within an hour,100.0,95.0,True,Hongmei Road,3.0,True,True
69917765,Helen,2016-05-02,China,within a day,100.0,0.0,False,,2.0,True,True
50888008,爱华/Alice,2015-12-09,"Shanghai, Shanghai, China",,,100.0,False,Xujiahui,1.0,True,True
24817591,Young,2014-12-14,China,within a few hours,75.0,100.0,False,Conservatory,2.0,True,True
40012535,Virginia,2015-07-30,China,within an hour,77.0,90.0,False,Putuo,10.0,True,True
69346023,徐,2016-04-28,China,within an hour,100.0,100.0,True,,1.0,True,True
70926461,宏伟,2016-05-08,China,,,100.0,False,,1.0,True,True
71784071,新,2016-05-13,"Shanghai, Shanghai, China",,,,False,Pudong,3.0,True,True
69921562,Chris,2016-05-02,"Shanghai, Shanghai, China",,,100.0,False,,7.0,True,True
70732224,Chihyun,2016-05-07,China,within an hour,100.0,85.0,True,Minhang,4.0,True,True
37522606,Izumi,2015-07-05,China,within an hour,100.0,100.0,False,,1.0,True,True
70842626,卫锋,2016-05-07,China,within a few hours,100.0,100.0,False,,10.0,True,True
44767156,Joanna,2015-09-21,China,within an hour,100.0,73.0,True,Xuhui,1.0,True,True
43911358,Selina,2015-09-11,China,within an hour,100.0,100.0,True,Minhang,9.0,True,True
72216372,康玲,2016-05-16,China,within an hour,100.0,100.0,True,,7.0,True,True
74084508,雷,2016-05-26,China,within an hour,100.0,89.0,False,,2.0,True,True
74270056,Peihua,2016-05-27,China,within an hour,100.0,100.0,False,Pudong,4.0,True,True
30088645,Momo,2015-03-27,China,within an hour,100.0,94.0,False,Xuhui,5.0,True,True
74596239,冉,2016-05-29,CN,,,,False,,1.0,True,True
66712965,Qingjin青衿,2016-04-11,China,within an hour,100.0,100.0,False,,2.0,True,True
74752939,斌杰,2016-05-30,CN,,,0.0,False,Jiading,9.0,True,True
73683853,能能,2016-05-24,China,,,100.0,False,Zhabei,3.0,True,True
33423130,Momo,2015-05-15,China,within an hour,100.0,99.0,True,Nanjing Road West,10.0,True,True
68050612,晓仙,2016-04-20,"Shanghai, Shanghai, China",within an hour,100.0,,False,,2.0,True,True
75820077,Coco,2016-06-04,China,within an hour,100.0,97.0,True,Longhua,2.0,True,True
1914577,Veronica,2012-03-13,China,within an hour,100.0,98.0,True,Changning,4.0,True,True
77074572,怀芳,2016-06-11,China,within a few hours,100.0,83.0,False,Pudong,5.0,True,True
63975390,Merry,2016-03-21,China,within an hour,100.0,89.0,False,,1.0,True,True
33019104,珊珊,2015-05-10,China,within an hour,100.0,100.0,False,Pudong,5.0,True,True
75117443,习兰,2016-05-31,China,,,50.0,False,Jiading,1.0,True,True
68845168,Tressy,2016-04-25,China,,,90.0,False,,1.0,True,True
60608762,简 然,2016-02-27,China,,,,False,Zhongshan Park,2.0,True,True
77252073,Carol,2016-06-12,China,within an hour,100.0,100.0,False,Minhang,5.0,True,True
74067086,千语,2016-05-26,China,within an hour,100.0,82.0,False,,11.0,True,True
78775143,国庆,2016-06-20,China,within an hour,100.0,100.0,False,Pudong,5.0,True,True
58759083,琳琳,2016-02-14,China,within an hour,100.0,71.0,True,,1.0,True,True
78944733,海峰,2016-06-20,China,within an hour,100.0,100.0,False,,10.0,True,True
79502671,邦毅,2016-06-23,China,within an hour,100.0,100.0,False,,2.0,True,True
79773424,亦青,2016-06-25,"Shanghai, Shanghai, China",,,,False,Pudong,8.0,True,True
79954871,Harry,2016-06-26,"Shanghai, Shanghai, China",,,,False,,1.0,True,True
14488680,优琪,2014-04-20,China,,,83.0,False,Xuhui,2.0,True,True
77864167,Haoyi,2016-06-15,China,within an hour,100.0,98.0,True,Fengxian,7.0,True,True
80233567,Jojo,2016-06-27,China,within an hour,100.0,100.0,True,Qingpu,1.0,True,True
80246230,于明和,2016-06-27,China,within an hour,100.0,100.0,True,Qingpu,3.0,True,True
44302972,Eliza,2015-09-15,China,,,0.0,False,,1.0,True,True
75664859,Tracy,2016-06-03,China,within an hour,100.0,80.0,True,,4.0,True,True
75143553,Suki,2016-06-01,China,within an hour,100.0,85.0,False,,4.0,True,True
81370231,伟,2016-07-03,China,,,100.0,False,Pudong,5.0,True,True
44171675,Mark,2015-09-14,China,within an hour,100.0,87.0,True,Xuhui,13.0,True,True
65600333,禾佳,2016-04-03,China,within an hour,100.0,94.0,True,Xuhui,43.0,True,True
43700433,Kei,2015-09-08,China,within an hour,100.0,100.0,True,Jing'an,2.0,True,True
78753820,运雷,2016-06-20,"Shanghai, Shanghai, China",,,0.0,False,Pudong,2.0,True,True
82194386,伊江,2016-07-06,China,within an hour,100.0,96.0,True,,1.0,True,True
77140973,Hsu,2016-06-11,China,,,,False,Pudong,1.0,True,True
71251136,绘,2016-05-10,Laos,,,,False,Hongkou,3.0,True,True
81383749,叶,2016-07-03,China,,,64.0,True,,1.0,True,True
82981009,Will,2016-07-11,China,within a few hours,80.0,40.0,False,,1.0,True,True
83252224,宇,2016-07-12,China,within an hour,100.0,100.0,True,Pudong,9.0,True,True
76569399,一朵小宿,2016-06-08,China,within an hour,100.0,97.0,False,Jiading,8.0,True,True
26937765,Gefii,2015-01-30,China,within an hour,100.0,100.0,True,Nanjing Road West,15.0,True,True
44701989,Yingjie,2015-09-20,CN,,,100.0,False,,1.0,True,True
83715839,Carmen,2016-07-14,"Shanghai, Shanghai, China",,,100.0,False,,1.0,True,True
83677224,Jennifer,2016-07-14,China,,,,False,,1.0,True,True
83912534,Leo,2016-07-15,China,within an hour,100.0,100.0,True,,1.0,True,True
141914698,或跃在渊,2017-07-22,China,within an hour,100.0,99.0,True,Qingpu,31.0,True,True
84150357,澜沁Maggie&Grace,2016-07-16,China,within an hour,100.0,99.0,False,Conservatory,8.0,True,True
29313636,Na,2015-03-14,"Shanghai, Shanghai, China",within a few hours,100.0,95.0,True,,6.0,True,True
84374071,Maomao,2016-07-17,China,within an hour,100.0,85.0,False,Xuhui,5.0,True,True
30697126,Zack,2015-04-06,China,within an hour,100.0,100.0,True,,1.0,True,True
46894440,Jiangping,2015-10-18,China,within an hour,100.0,93.0,False,Putuo,6.0,True,True
64835513,Benny,2016-03-28,China,,,,False,,2.0,True,True
35050237,Ringko,2015-06-05,China,within an hour,100.0,100.0,False,Minhang,8.0,True,True
75887916,Jennifer,2016-06-05,China,within an hour,100.0,100.0,True,,1.0,True,True
85102730,Sagityang,2016-07-21,China,within a few hours,100.0,94.0,True,Conservatory,1.0,True,True
85394938,Yingmin,2016-07-22,China,within an hour,100.0,100.0,True,,1.0,True,True
